Gene,Gene_ID,disease_name,disease_id,score,Calculated_Risk_Score,Num_SNPs,Total_Risk_Score,Weighted_Gene_Score,Feature_Type,Gene_Length_bp
SMARCC1,ENSG00000173473,cognitive function measurement,EFO_0008354,0.23183014501333682,2.3184155972404525,2,0.8,1.6,gene_variant,14017.0
SMARCC1,ENSG00000173473,cognitive function measurement,EFO_0008354,0.23183014501333682,2.3184155972404525,2,0.8,1.6,transcript,14017.0
SMARCC1,ENSG00000173473,cognitive function measurement,EFO_0008354,0.23183014501333682,2.3184155972404525,2,0.8,1.6,gene_variant,14017.0
SMARCC1,ENSG00000173473,cognitive function measurement,EFO_0008354,0.23183014501333682,2.3184155972404525,2,0.8,1.6,transcript,14017.0
XKR4,ENSG00000206579,cataract,MONDO_0005129,0.23182071348822506,2.31822608683904,1,0.4,0.4,transcript,21106.0
XKR4,ENSG00000206579,trauma complication,EFO_0009888,0.23182071348822506,2.31822608683904,1,0.4,0.4,transcript,21106.0
GPM6A,ENSG00000150625,alopecia areata,EFO_0004192,0.23174804561422627,2.317498627222988,1,0.4,0.4,transcript,22013.0
FAM186A,ENSG00000185958,diastolic blood pressure,EFO_0006336,0.2317352988550318,2.317463890180572,2,1.0,2.0,transcript,18034.0
ZNF283,ENSG00000167637,high density lipoprotein cholesterol measurement,EFO_0004612,0.2317101571487797,2.317131657533889,1,0.5,0.5,transcript,16619.0
NPS,ENSG00000214285,protein measurement,EFO_0004747,0.23163063656968216,2.316631304770745,1,0.4,0.4,transcript,1231.0
SLF1,ENSG00000133302,Antihypertensive use measurement,EFO_0009927,0.23163063656968216,2.316341278850352,1,0.4,0.4,transcript,11457.0
SLF1,ENSG00000133302,attention deficit hyperactivity disorder,EFO_0003888,0.23163063656968216,2.316341278850352,1,0.4,0.4,transcript,11457.0
CCDC66,ENSG00000180376,Abnormality of refraction,HP_0000539,0.2316299433532675,2.316314663041371,1,0.5,0.5,transcript,32831.0
TAF2,ENSG00000064313,ovarian cancer,MONDO_0008170,0.23154177895996567,2.315420582583681,1,0.5,0.5,transcript,179020.0
KLHDC10,ENSG00000128607,"osteoarthritis, hip",EFO_1000786,0.23137888162070594,2.3138385488938678,1,0.4,0.4,transcript,8043.0
SOGA1,ENSG00000149639,brain volume,OBA_2050009,0.23137888162070594,2.313810367002284,1,0.5,0.5,transcript,23201.0
STAM,ENSG00000136738,ovarian cancer,MONDO_0008170,0.23135698903262333,2.3136358860365123,1,0.4,0.4,transcript,6061.0
RPAP3,ENSG00000005175,mean corpuscular hemoglobin concentration,EFO_0004528,0.2312725224992869,2.312873592945391,2,0.8,1.6,transcript,10784.0
ITGA8,ENSG00000077943,lung adenocarcinoma,EFO_0000571,0.23126186021265016,2.3130833581296,3,1.2000000000000002,3.6000000000000005,transcript,7746.0
ZNF236,ENSG00000130856,frozen shoulder,EFO_1000941,0.23121884176002927,2.312247385659261,2,0.9,1.8,transcript,30525.0
PROK2,ENSG00000163421,bone tissue density,OBA_1000110,0.2312031553491535,2.3125470174090608,2,0.8,1.6,transcript,3104.0
FDCSP,ENSG00000181617,growth differentiation factor 15 amount,OBA_2050135,0.23109041548191026,2.3116838819146195,1,0.4,0.4,transcript,513.0
DYNC1I2,ENSG00000077380,ovarian cancer,MONDO_0008170,0.2309874091779386,2.3098852787130477,1,0.4,0.4,transcript,35756.0
DYNC1I2,ENSG00000077380,low grade glioma,MONDO_0021637,0.2309874091779386,2.3098852787130477,1,0.4,0.4,transcript,35756.0
ANOS1,ENSG00000011201,cutaneous melanoma,EFO_0000389,0.2309874091779386,2.3099255983464735,1,0.4,0.4,transcript,7766.0
SKP2,ENSG00000145604,low grade glioma,MONDO_0021637,0.2309874091779386,2.3098791146333717,1,0.4,0.4,transcript,79636.0
CNOT6L,ENSG00000138767,squamous cell lung carcinoma,EFO_0000708,0.2309874091779386,2.3100039806522394,3,1.2000000000000002,3.6000000000000005,transcript,27716.0
POU2F1,ENSG00000143190,thyroid gland adenocarcinoma,MONDO_0024622,0.2309874091779386,2.309889103835944,2,0.8,1.6,transcript,106581.0
CNOT6L,ENSG00000138767,lung adenocarcinoma,EFO_0000571,0.2309874091779386,2.3100039806522394,3,1.2000000000000002,3.6000000000000005,transcript,27716.0
PYGO1,ENSG00000171016,endometrial cancer,MONDO_0011962,0.2309874091779386,2.3102019270421663,4,1.6,6.4,transcript,19522.0
NUP153,ENSG00000124789,endometrial cancer,MONDO_0011962,0.2309874091779386,2.309902076331913,1,0.5,0.5,transcript,17867.0
NUP153,ENSG00000124789,ovarian cancer,MONDO_0008170,0.2309874091779386,2.309902076331913,1,0.5,0.5,transcript,17867.0
OTUD7A,ENSG00000169918,glioblastoma multiforme,EFO_0000519,0.2309874091779386,2.3098918183470794,1,0.4,0.4,transcript,22565.0
F13B,ENSG00000143278,lung adenocarcinoma,EFO_0000571,0.2309874091779386,2.309981989923538,1,0.5,0.5,transcript,4634.0
LDLRAP1,ENSG00000157978,cutaneous melanoma,EFO_0000389,0.2309874091779386,2.309900005228466,1,0.4,0.4,transcript,15436.0
RIF1,ENSG00000080345,low grade glioma,MONDO_0021637,0.2309874091779386,2.309935635096413,3,1.3,3.9000000000000004,transcript,63370.0
FZD3,ENSG00000104290,endometrial cancer,MONDO_0011962,0.2309874091779386,2.309888208596044,1,0.4,0.4,transcript,28335.0
CNOT6L,ENSG00000138767,urinary bladder cancer,MONDO_0001187,0.2309874091779386,2.3100039806522394,3,1.2000000000000002,3.6000000000000005,transcript,27716.0
PLPP4,ENSG00000203805,endometrial cancer,MONDO_0011962,0.2309874091779386,2.3099549815670506,1,0.4,0.4,transcript,4945.0
DSC2,ENSG00000134755,glioblastoma multiforme,EFO_0000519,0.2309874091779386,2.3098865338460133,2,0.8,1.6,transcript,128596.0
CLDN16,ENSG00000113946,endometrial cancer,MONDO_0011962,0.2309874091779386,2.3099744681909296,1,0.4,0.4,transcript,3985.0
CNOT6L,ENSG00000138767,head and neck squamous cell carcinoma,EFO_0000181,0.2309874091779386,2.3100039806522394,3,1.2000000000000002,3.6000000000000005,transcript,27716.0
PARD6B,ENSG00000124171,endometrial cancer,MONDO_0011962,0.2309874091779386,2.3099525077762495,1,0.4,0.4,transcript,5101.0
MYO5A,ENSG00000197535,endometrial cancer,MONDO_0011962,0.2309874091779386,2.3098761314405984,1,0.4,0.4,transcript,196111.0
TTL,ENSG00000114999,protein measurement,EFO_0004747,0.23097026848029792,2.3097224535091176,1,0.4,0.4,transcript,20234.0
IQGAP1,ENSG00000140575,lymphocyte percentage of leukocytes,EFO_0007993,0.2309650946416187,2.3097050443334175,2,0.8,1.6,transcript,29576.0
F13B,ENSG00000143278,glioblastoma multiforme,EFO_0000519,0.23095775680518174,2.3096854661959694,1,0.5,0.5,transcript,4634.0
PPDPFL,ENSG00000168333,erythrocyte volume,OBA_0003460,0.23067006093794457,2.3070260110471295,2,0.8,1.6,transcript,4917.0
GUF1,ENSG00000151806,systolic blood pressure,EFO_0006335,0.23056169426907686,2.3056588643810514,1,0.5,0.5,transcript,11927.0
AGPAT5,ENSG00000155189,alcohol consumption quality,OBA_1000840,0.2304489955904695,2.3045273286039385,1,0.4,0.4,transcript,10703.0
NBEAL1,ENSG00000144426,neuroticism measurement,EFO_0007660,0.23036274068299592,2.3036312604316316,1,0.4,0.4,transcript,103799.0
ZNF143,ENSG00000166478,spondin-1 measurement,EFO_0008290,0.23024358037010542,2.3024620835286584,1,0.5,0.5,transcript,19026.0
IL1A,ENSG00000115008,Ovarian Endometriosis,EFO_1000418,0.23019678720769657,2.302166186405176,1,0.4,0.4,transcript,2017.0
FAM91A1,ENSG00000176853,eustachian tube disease,EFO_0009667,0.2301835066665596,2.3018654396457925,1,0.5,0.5,transcript,16462.0
CCDC34,ENSG00000109881,triglyceride measurement,EFO_0004530,0.23002839563830244,2.300377479880803,1,0.4,0.4,transcript,4277.0
EXOC6,ENSG00000138190,blood protein measurement,EFO_0007937,0.23000957134596972,2.3001183307302453,1,0.5,0.5,transcript,22107.0
TTL,ENSG00000114999,metabolite measurement,EFO_0004725,0.22991492943332775,2.299169063039416,1,0.4,0.4,transcript,20234.0
CD2AP,ENSG00000198087,platelet component distribution width,EFO_0007984,0.22988337188220317,2.2988857885955283,1,0.4,0.4,transcript,7682.0
IQCB1,ENSG00000173226,coronary atherosclerosis,MONDO_0021661,0.2298351914952369,2.298393533930623,1,0.4,0.4,transcript,9611.0
SLC25A16,ENSG00000122912,optic cup area,OBA_2045265,0.2298309873921004,2.298340910544219,1,0.4,0.4,transcript,12888.0
SEC63,ENSG00000025796,donor genotype effect measurement,EFO_0007892,0.22973690491595564,2.2976445734209983,3,1.2000000000000002,3.6000000000000005,transcript,13066.0
SEC63,ENSG00000025796,renal transplant outcome measurement,EFO_0005199,0.22973690491595564,2.2976445734209983,3,1.2000000000000002,3.6000000000000005,transcript,13066.0
SEC63,ENSG00000025796,APOL1 risk genotype carrier status,EFO_0009324,0.22973690491595564,2.2976445734209983,3,1.2000000000000002,3.6000000000000005,transcript,13066.0
RAD23B,ENSG00000119318,Stuttering,HP_0025268,0.22968730090332382,2.2969132828955017,1,0.4,0.4,transcript,9932.0
RAD23B,ENSG00000119318,Tics,HP_0100033,0.22968730090332382,2.2969132828955017,1,0.4,0.4,transcript,9932.0
CCDC34,ENSG00000109881,cystatin B measurement,EFO_0010593,0.22967427992547315,2.2968363227525104,1,0.4,0.4,transcript,4277.0
CCDC34,ENSG00000109881,body height,OBA_VT0001253,0.22967427992547315,2.2968363227525104,1,0.4,0.4,transcript,4277.0
CCDC62,ENSG00000130783,body mass index,EFO_0004340,0.2296633518766568,2.296660454793504,1,0.4,0.4,transcript,14850.0
RTF1,ENSG00000137815,hematocrit,EFO_0004348,0.22943778395956102,2.294429559274948,1,0.4,0.4,transcript,7734.0
GAN,ENSG00000261609,bilirubin measurement,EFO_0004570,0.22943362911664875,2.294346955273768,1,0.4,0.4,transcript,37509.0
RALGPS2,ENSG00000116191,neuroimaging measurement,EFO_0004346,0.2294307279510272,2.294386814232149,2,0.8,1.6,transcript,20117.0
SELENOI,ENSG00000138018,high density lipoprotein cholesterol measurement,EFO_0004612,0.22940477582664331,2.29408934695431,1,0.4,0.4,transcript,9618.0
OR5A2,ENSG00000172324,smoking initiation,EFO_0005670,0.22940236337885783,2.2940414765934674,1,0.4,0.4,transcript,22418.0
TMEM144,ENSG00000164124,mean corpuscular hemoglobin concentration,EFO_0004528,0.22937603483306238,2.2937772580748637,1,0.4,0.4,transcript,23655.0
CP,ENSG00000047457,ovarian dysfunction,EFO_0009003,0.2293006905694952,2.2930279636464346,1,0.5,0.5,transcript,23744.0
RALGPS2,ENSG00000116191,cholesterol esters in large HDL measurement,EFO_0022159,0.22928972834693692,2.292976818191246,2,0.8,1.6,transcript,20117.0
BACE2,ENSG00000182240,retinoschisis,MONDO_0004579,0.22924390438917985,2.292572599818343,3,1.2000000000000002,3.6000000000000005,transcript,26955.0
BACE2,ENSG00000182240,retinopathy,EFO_0003839,0.22924390438917985,2.292572599818343,3,1.2000000000000002,3.6000000000000005,transcript,26955.0
NAF1,ENSG00000145414,lysosomal storage disease,MONDO_0002561,0.22915957625562208,2.2916577127482665,1,0.5,0.5,transcript,8071.0
KLHL3,ENSG00000146021,glucose measurement,EFO_0004468,0.2290582944367457,2.2906302550508006,2,0.8,1.6,transcript,33819.0
SPART,ENSG00000133104,self reported educational attainment,EFO_0004784,0.2290582944367457,2.290597209702692,1,0.4,0.4,transcript,28040.0
NCKAP1,ENSG00000061676,smoking initiation,EFO_0005670,0.2290582944367457,2.2905927735848053,1,0.4,0.4,transcript,40695.0
PKD2L2,ENSG00000078795,glomerular filtration rate,OBA_0003747,0.2290582944367457,2.290622320647186,1,0.5,0.5,transcript,12698.0
LYPD6,ENSG00000187123,platelet count,EFO_0004309,0.2290582944367457,2.2906156936715343,1,0.4,0.4,transcript,12214.0
PROK2,ENSG00000163421,triglyceride measurement,EFO_0004530,0.2290582944367457,2.2910984082849826,2,0.8,1.6,transcript,3104.0
TRMT6,ENSG00000089195,forced expiratory volume,EFO_0004314,0.2290582944367457,2.2906164255761285,1,0.4,0.4,transcript,11947.0
ASPM,ENSG00000066279,wet macular degeneration,EFO_0004683,0.2290582944367457,2.290617942714757,2,0.9,1.8,transcript,51431.0
TMED5,ENSG00000117500,neutrophil count,EFO_0004833,0.2290000773554717,2.2900327408202372,1,0.5,0.5,transcript,15641.0
PARP14,ENSG00000173193,smoking initiation,EFO_0005670,0.22899053499849675,2.289919337955313,1,0.4,0.4,transcript,28596.0
ATF6,ENSG00000118217,monocyte count,EFO_0005091,0.2289758137560014,2.289764489992996,1,0.4,0.4,transcript,62968.0
SNTG2,ENSG00000172554,body fat percentage,EFO_0007800,0.22893068825230972,2.289356772764566,1,0.5,0.5,transcript,10022.0
ANKRD10,ENSG00000088448,pulse wave reflection index measurement,EFO_0009804,0.22893068825230972,2.289484976913124,2,0.8,1.6,transcript,8984.0
ARHGAP28,ENSG00000088756,placenta praevia,EFO_0007442,0.22893068825230972,2.289319184159215,1,0.4,0.4,transcript,32516.0
ARHGAP28,ENSG00000088756,head and neck malignant neoplasia,EFO_0006859,0.22893068825230972,2.289319184159215,1,0.4,0.4,transcript,32516.0
TRMT9B,ENSG00000250305,arterial stiffness measurement,EFO_0004517,0.22893068825230972,2.2894480091842757,3,1.2000000000000002,3.6000000000000005,transcript,25509.0
PSD3,ENSG00000156011,white matter microstructure measurement,EFO_0005674,0.22893068825230972,2.2893163256166544,1,0.4,0.4,transcript,42359.0
PSD3,ENSG00000156011,mean fractional anisotropy measurement,EFO_0008399,0.22893068825230972,2.2893163256166544,1,0.4,0.4,transcript,42359.0
CD69,ENSG00000110848,drug use measurement,EFO_0007010,0.22890473981189718,2.2898918738402947,3,1.2000000000000002,3.6000000000000005,transcript,4263.0
DCLK1,ENSG00000133083,cognitive function measurement,EFO_0008354,0.22883501254223373,2.288400323075597,2,0.8,1.6,transcript,31874.0
SLC6A5,ENSG00000165970,placenta praevia,EFO_0007442,0.2288250643802775,2.288289279946888,1,0.4,0.4,transcript,10353.0
NBEAL1,ENSG00000144426,angina pectoris,EFO_0003913,0.2287588664947084,2.2875925185487564,1,0.4,0.4,transcript,103799.0
GPATCH2L,ENSG00000089916,heart rate,OBA_1001087,0.22863227707089664,2.2864652430492973,4,1.6,6.4,transcript,44921.0
TWSG1,ENSG00000128791,gut microbiome measurement,EFO_0007874,0.22862662999635933,2.28632201027,1,0.4,0.4,transcript,7180.0
DCAF4L1,ENSG00000182308,insomnia,EFO_0004698,0.22861356297730995,2.2862205554631205,1,0.4,0.4,transcript,4710.0
GBP6,ENSG00000183347,educational attainment,EFO_0011015,0.22856885516002104,2.2860727565094954,2,0.9,1.8,transcript,4685.0
ZFP90,ENSG00000184939,kit ligand amount,OBA_2050260,0.22856343094167283,2.285647664563468,1,0.4,0.4,transcript,29951.0
MAP1LC3B2,ENSG00000258102,gut microbiome measurement,EFO_0007874,0.22845381505788054,2.2847044016178746,1,0.4,0.4,transcript,2406.0
C15orf61,ENSG00000189227,eosinophil count,EFO_0004842,0.22843453555829002,2.285966889554037,5,2.0,10.0,transcript,6167.0
CCDC66,ENSG00000180376,Hernia,HP_0100790,0.22839481554328747,2.2839633849415706,1,0.5,0.5,transcript,32831.0
KIAA0232,ENSG00000170871,lymphocyte count,EFO_0004587,0.22838577055156248,2.2838809938248934,1,0.4,0.4,transcript,17176.0
GPM6A,ENSG00000150625,pulse wave reflection index measurement,EFO_0009804,0.22832012216092107,2.2832193926899356,1,0.4,0.4,transcript,22013.0
FIGNL1,ENSG00000132436,3-methoxytyrosine measurement,EFO_0021009,0.22809371372630158,2.280953319802056,1,0.4,0.4,transcript,24718.0
CMTR2,ENSG00000180917,body height,OBA_VT0001253,0.22802899501732174,2.280393369473844,2,0.8,1.6,transcript,15471.0
CD69,ENSG00000110848,Thyroid preparation use measurement,EFO_0009933,0.22799761414381176,2.2808206171594407,3,1.2000000000000002,3.6000000000000005,transcript,4263.0
RIF1,ENSG00000080345,breast adenocarcinoma,EFO_0000304,0.22798472924565047,2.2799088357735315,3,1.3,3.9000000000000004,transcript,63370.0
GSTA5,ENSG00000182793,triglyceride measurement,EFO_0004530,0.22792017896751088,2.2795519297311313,1,0.5,0.5,transcript,1428.0
RUFY3,ENSG00000018189,optic disc area,OBA_2045264,0.22791830801649676,2.2792034084670463,1,0.4,0.4,transcript,19677.0
IL1A,ENSG00000115008,EDTA measurement,EFO_0800946,0.22791830801649676,2.279381394493178,1,0.4,0.4,transcript,2017.0
OR10A6,ENSG00000279000,dermatomycosis,MONDO_0002040,0.22782742545245796,2.2783071600856197,1,0.4,0.4,transcript,12156.0
ANKRD30B,ENSG00000180777,erythrocyte volume,OBA_0003460,0.22781858452175027,2.27821041162049,1,0.5,0.5,transcript,20353.0
METTL14,ENSG00000145388,liver disease,EFO_0001421,0.2277481169869601,2.2775067567691085,1,0.4,0.4,transcript,15633.0
FAM171B,ENSG00000144369,tissue factor pathway inhibitor amount,OBA_2050208,0.22770367812008532,2.2771065770480003,1,0.4,0.4,transcript,5731.0
MUC16,ENSG00000181143,gastric adenocarcinoma,EFO_0000503,0.227701364577064,2.2770164661200245,1,0.5,0.5,transcript,177283.0
FIGNL1,ENSG00000132436,body weight,EFO_0004338,0.2276671036396721,2.2766872189357614,1,0.4,0.4,transcript,24718.0
SCARA3,ENSG00000168077,waist circumference,OBA_1001085,0.2276377439304148,2.276447651696635,1,0.4,0.4,transcript,5697.0
NBEAL1,ENSG00000144426,serum creatinine amount,OBA_2050096,0.22755416166844175,2.2755454702860898,1,0.4,0.4,transcript,103799.0
TMEM144,ENSG00000164124,spondylolisthesis,EFO_0007493,0.2275196423563179,2.275213333307419,1,0.4,0.4,transcript,23655.0
CD93,ENSG00000125810,response to antihypertensive drug,EFO_0005405,0.22741596730026767,2.2741859905235664,1,0.4,0.4,transcript,15199.0
CPPED1,ENSG00000103381,parental genotype effect measurement,EFO_0005939,0.2273781046421305,2.2738187751517334,1,0.4,0.4,transcript,10602.0
CPPED1,ENSG00000103381,fatty acid measurement,EFO_0005110,0.2273781046421305,2.2738187751517334,1,0.4,0.4,transcript,10602.0
CAV2,ENSG00000105971,drug use measurement,EFO_0007010,0.2273034618278912,2.2730587918451173,1,0.4,0.4,transcript,16547.0
SMC3,ENSG00000108055,head and neck squamous cell carcinoma,EFO_0000181,0.22723076769892403,2.2723162895118483,1,0.4,0.4,transcript,46444.0
SYCP1,ENSG00000198765,head and neck squamous cell carcinoma,EFO_0000181,0.22723076769892403,2.2723288052377084,1,0.4,0.4,transcript,18932.0
TTL,ENSG00000114999,alkaline phosphatase measurement,EFO_0004533,0.22713348373027442,2.2713546060088823,1,0.4,0.4,transcript,20234.0
ING1,ENSG00000153487,HbA1c measurement,EFO_0004541,0.22705602315098095,2.2705867145606566,1,0.4,0.4,transcript,15104.0
CD2AP,ENSG00000198087,inherited focal segmental glomerulosclerosis,MONDO_0005363,0.2268809663481086,2.268861733254582,1,0.4,0.4,transcript,7682.0
KCNN3,ENSG00000143603,endometriosis,EFO_0001065,0.22687677047600335,2.268886740569973,3,1.2000000000000002,3.6000000000000005,transcript,30243.0
GUF1,ENSG00000151806,high density lipoprotein cholesterol measurement,EFO_0004612,0.2267887973877517,2.2679298955678,1,0.5,0.5,transcript,11927.0
PAG1,ENSG00000076641,breast adenocarcinoma,EFO_0000304,0.22669508414693498,2.267080933346738,2,0.8,1.6,transcript,12299.0
TAF2,ENSG00000064313,BMI-adjusted hip circumference,EFO_0008039,0.2264737495783934,2.264740288767958,1,0.5,0.5,transcript,179020.0
MTCH2,ENSG00000109919,calcium measurement,EFO_0004838,0.2264619731214709,2.2646791842468135,1,0.4,0.4,transcript,6728.0
LIN9,ENSG00000183814,breast adenocarcinoma,EFO_0000304,0.22643649335465815,2.2644697690858293,2,0.8,1.6,transcript,15262.0
GNA13,ENSG00000120063,breast adenocarcinoma,EFO_0000304,0.22640826974679004,2.264134303712256,1,0.4,0.4,transcript,7751.0
HS3ST3A1,ENSG00000153976,lobe attachment,EFO_0007667,0.22640471634521783,2.2641282007293255,1,0.4,0.4,transcript,4936.0
CNR2,ENSG00000188822,monocyte count,EFO_0005091,0.22639576274396406,2.2640336008489474,1,0.4,0.4,transcript,5265.0
GALNT3,ENSG00000115339,breast adenocarcinoma,EFO_0000304,0.22638911312188917,2.263920039219181,1,0.4,0.4,transcript,13837.0
CFHR4,ENSG00000134365,serum creatinine amount,OBA_2050096,0.22634549282738278,2.2634954370642353,1,0.5,0.5,transcript,12343.0
IQGAP1,ENSG00000140575,age of onset of allergic disease,OBA_2001017,0.2263361370095567,2.2634154680127976,2,0.8,1.6,transcript,29576.0
CFAP54,ENSG00000188596,response to antihypertensive drug,EFO_0005405,0.22624587872860633,2.26252741911064,2,1.0,2.0,transcript,29141.0
CCDC7,ENSG00000216937,arterial stiffness measurement,EFO_0004517,0.22624587872860633,2.2624773843254142,1,0.5,0.5,transcript,26886.0
IKBIP,ENSG00000166130,BMI-adjusted hip circumference,EFO_0008039,0.22620651865071098,2.262335685239147,2,0.8,1.6,transcript,5915.0
ZNF483,ENSG00000173258,protein measurement,EFO_0004747,0.22619029814112412,2.2619864625758033,2,0.8,1.6,transcript,19166.0
KIAA0319,ENSG00000137261,ulcerative colitis,EFO_0000729,0.22608356453718437,2.2608480327243567,1,0.4,0.4,transcript,32291.0
